"ICAO","IATA","airport","city","nation"
"HTLI","LDI","林迪機場","林迪","坦桑尼亞"
"HTLM","LKY","馬尼亞拉湖機場","馬尼亞拉湖","坦桑尼亞"
"HTMA","MFA","馬菲亞島機場","馬菲亞島","坦桑尼亞"
"HTMB","MBI","姆貝亞機場","姆貝亞","坦桑尼亞"
"HTMD","MWN","Mwadui機場","威廉姆森鑽石礦","坦桑尼亞"
"HTMI","XMI","馬沙西機場","馬沙西","坦桑尼亞"
"HTMS","QSI","莫希機場","莫希","坦桑尼亞"
"HTMT","MYW","姆特瓦拉機場","姆特瓦拉","坦桑尼亞"
"HTMU","MUZ","穆索馬機場","穆索馬","坦桑尼亞"
"HTMW","MWZ","姆萬紮機場","姆萬紮","坦桑尼亞"
"HTNA","NCH","Nachingwea機場","Nachingwea","坦桑尼亞"
"HTNJ","JOM","Njombe機場","Njombe","坦桑尼亞"
"HTPE","PMA","奔巴島機場","奔巴島","坦桑尼亞"
"HTSN","SEU","Seronera機場","Seronera","坦桑尼亞"
"HTSO","SGX","Songea機場","Songea","坦桑尼亞"
"HTSU","SUT","鬆巴萬加機場","鬆巴萬加","坦桑尼亞"
"HTSY","SHY","欣延加機場","欣延加","坦桑尼亞"
"HTTB","TBO","塔波拉機場","塔波拉","坦桑尼亞"
"HTTG","TGT","坦噶機場","坦噶","坦桑尼亞"
"HTZA","ZNZ","給巴爾機場","給巴爾","坦桑尼亞"
"HUAJ","","阿朱馬尼機場","阿朱馬尼","烏幹達"
"HUAR","RUA","阿魯阿機場","阿魯阿","烏幹達"
"HUBU","","本迪布焦機場","本迪布焦","烏幹達"
"HUEN","EBB","恩德培國際機場","恩德培，按近坎帕拉","烏幹達"
"HUGU","ULU","古盧機場","古盧","烏幹達"
"HUJI","JIN","金賈機場","金賈","烏幹達"
"HUKB","","卡巴萊機場","卡巴萊","烏幹達"
"HUKC","KLA","坎帕拉機場","坎帕拉","烏幹達"
"HUKF","KBG","默奇森瀑布機場","默奇森瀑布","烏幹達"
"HUKO","","科蒂多機場","科蒂多","烏幹達"
"HUKS","KSE","卡塞塞機場","卡塞塞","烏幹達"
"HUMA","MBQ","姆巴拉拉機場","姆巴拉拉","烏幹達"
"HUMI","KCU","馬辛迪機場","馬辛迪","烏幹達"
"HUPA","PAF","柏古巴機場","柏古巴","烏幹達"
"HUSO","SRT","索羅蒂機場","索羅蒂","烏幹達"
"HUTO","TRY","託羅羅機場","託羅羅","烏幹達"
"HWHF","WHF","Wadi Halfa Airport","瓦迪哈勒法","蘇丹"
"KAAF","AAF","阿巴拉契科拉支線機場","佛羅裡達州阿巴拉契科拉","美國"
"KABE","ABE","理海谷國際機場","賓夕法尼亞州阿倫敦","美國"
"KABI","ABI","阿比林支線機場","德克薩斯州阿比林","美國"
"KABQ","ABQ","阿爾伯克基國際機場","新墨西哥州阿布奎基","美國"
"KABR","ABR","阿伯丁支線機場","南達科他州阿伯丁","美國"
"KABY","ABY","佐治亞西南支線機場","喬治亞州阿爾巴尼","美國"
"KACB","ACB","安特里姆縣機場","密歇根州貝萊爾","美國"
"KACK","ACK","南塔克特紀念機場","麻薩諸塞州南塔克特","美國"
"KACT","ACT","韋科支線機場","德克薩斯州韋科","美國"
"KACV","ACV","阿克塔-尤里卡機場","加利福尼亞州尤里卡","美國"
"KACY","ACY","新澤西州大西洋城國際機場","大西洋城","美國"
"KADG","ADG","萊納維縣機場","密歇根州阿德里安","美國"
"KADH","ADT","埃達市立機場","俄克拉荷馬州埃達","美國"
"KADM","ADM","阿德摩爾市立機場","俄克拉荷馬州阿德摩爾","美國"
"KADS","ADS","艾迪生機場","德克薩斯州達拉斯","美國"
"KADW","ADW","安德魯斯飛行場","營泉","美國"
"KAEL","AEL","艾伯特利市立機場","明尼蘇達州艾伯特利","美國"
"KAEX","AEX","亞歷山德里亞國際機場","路易斯安那州亞歷山德里亞","美國"
"KAFF","AFF","美國空軍軍官學校飛行場","科羅拉多州科羅拉多泉","美國"
"KAFJ","WSG","Washington County Airport","Washington","美國"
"KAFN","AFN","傑弗裡機場-銀牧場","新罕布什爾州傑弗裡","美國"
"KAFO","AFO","雅富頓市立機場","懷俄明州雅富頓","美國"
"KAFW","AFW","沃斯堡聯盟機場","德克薩斯州沃斯堡","美國"
"KAGC","AGC","阿利根尼縣機場","賓夕法尼亞州匹茲堡","美國"
"KAGO","AGO","木蘭市立機場","阿肯色州木蘭","美國"
"KAGS","AGS","奧古斯塔支線機場","佐治亞州奧古斯塔","美國"
"KAHC","AHC","阿梅迪陸軍飛行場","加利福尼亞州赫朗","美國"
"KAHH","AHH","埃默裡市立機場","威斯康星州埃默裡","美國"
"KAHN","AHN","雅典本·埃普斯機場","喬治亞州雅典","美國"
"KAIA","AIA","阿萊恩斯市立機場","內布拉斯加州阿萊恩斯","美國"
"KAID","AID","安德森市立機場","印第安納州安德森","美國"
"KAIK","AIK","艾肯市立機場","南卡羅來納州艾肯","美國"
"KAIO","AIO","大西洋市立機場","艾奧瓦州大西洋鎮","美國"
"KAIV","AIV","喬治·唐納機場","阿拉巴馬州艾麗斯維爾","美國"
"KAIY","AIY","Bader飛行場","新澤西州大西洋城","美國"
"KAIZ","AIZ","李·C·費因紀念機場","密蘇裡州歐扎克斯湖","美國"
"KAKO","AKO","科羅拉多平原支線機場","科羅拉多州阿克倫","美國"
"KAKR","AKC","阿克倫-富爾頓國際機場","俄亥俄州阿克倫","美國"
"KALB","ALB","奧爾巴尼國際機場","紐約州奧爾巴尼","美國"
"KALI","ALI","愛麗斯國際機場","德克薩斯州愛麗斯","美國"
"KALM","ALM","阿拉莫戈多-白沙支線機場","新墨西哥州阿拉莫戈多","美國"
"KALN","ALN","聖路易斯支線機場","伊利諾伊州Alton","美國"
"KALO","ALO","滑鐵盧支線機場","艾奧瓦州滑鐵盧","美國"
"KALS","ALS","聖路易斯谷支線機場","科羅拉多州阿拉莫薩","美國"
"KALW","ALW","瓦拉瓦拉支線機場","華盛頓州瓦拉瓦拉","美國"
"KALX","ALX","湯馬斯·C·羅索爾飛行場","阿拉巴馬州亞歷山大城","美國"
"KAMA","AMA","裡克·赫斯本德-阿馬裡洛國際機場","德克薩斯州阿馬裡洛","美國"
"KAMN","AMN","格拉希厄特社區機場","密歇根州阿瑪 (密歇根)","美國"
"KAMW","AMW","艾姆斯市立機場","艾奧瓦州艾姆斯","美國"
"KANB","ANB","安尼斯敦支線機場","阿拉巴馬州安尼斯敦","美國"
"KAND","AND","安德森支線機場","南卡羅來納州安德森","美國"
"KANP","ANP","李機場","馬裡蘭州安那波利斯","美國"
"KANQ","ANQ","三州斯托本縣機場","印第安納州安哥拉","美國"
"KANW","ANW","恩茲韋斯支線機場","內布拉斯加州恩茲韋斯","美國"
"KANY","ANY","安東尼市立機場","堪薩斯州安東尼","美國"
"KAOH","AOH","利馬艾倫縣機場","俄亥俄州利馬","美國"
"KAOO","AOO","阿爾圖納-布萊爾縣機場","賓夕法尼亞州阿爾圖納","美國"
"KAPA","APA","百週年紀念機場","科羅拉多州丹佛","美國"
"KAPC","APC","納帕縣機場","加利福尼亞州納帕","美國"
"KAPF","APF","那不勒斯市立機場","佛羅裡達州那不勒斯","美國"
"KAPG","APG","菲利浦陸軍飛行場","馬裡蘭州阿伯丁","美國"
"KAPH","APH","安布羅斯·鮑威爾·希爾陸軍飛行場","維珍尼亞州安布羅斯·鮑威爾·希爾堡","美國"
"KAPN","APN","阿爾皮納縣支線機場","密歇根州阿爾皮納","美國"
"KAPT","APT","馬里昂縣機場","田納西州傑斯珀","美國"
"KAPV","APV","蘋果谷機場","加利福尼亞州蘋果谷","美國"
"KARA","ARA","阿加迪亞納支線機場","路易斯安那州新伊比利亞","美國"
"KARB","ARB","安娜堡市立機場","密歇根州安娜堡","美國"
"KARG","ARG","沃爾納特嶺支線機場","阿肯色州沃爾納特嶺","美國"
"KARM","WHT","Wharton Regional Airport","Wharton","美國"
"KARR","AUZ","奧羅拉市立機場","伊利諾伊州奧羅拉","美國"
"KART","ART","水鎮國際機場","紐約州水鎮","美國"
"KARV","ARV","湖土機場","威斯康星州Minocqua","美國"
"KARW","BFT","博福特縣機場","南卡羅來納州博福特縣","美國"
"KASE","ASE","阿斯彭-皮特金縣機場","科羅拉多州阿斯彭","美國"
"KASH","ASH","納舒厄機場","新罕布什爾州納舒厄","美國"
"KASL","ASL","哈里森縣機場","德克薩斯州馬歇爾","美國"
"KASN","ASN","塔拉迪加市立機場","阿拉巴馬州塔拉迪加","美國"
"KAST","AST","阿斯托利亞支線機場","俄勒岡州阿斯托利亞","美國"
"KASX","ASX","約翰·甘迺迪紀念機場","威斯康星州亞士蘭","美國"
"KASY","ASY","阿什利機場","北達科他州阿什利","美國"
"KATL","ATL","喬治亞州哈茨菲爾德-傑克遜亞特蘭大國際機場","亞特蘭大","美國"
"KATS","ATS","阿蒂西亞市立機場","新墨西哥州阿蒂西亞","美國"
"KATW","ATW","阿普爾頓國際機場","威斯康辛州阿普爾頓","美國"
"KATY","ATY","沃特敦支線機場","南達科他州沃特敦","美國"
"KAUG","AUG","奧古斯塔州立機場","緬因州奧古斯塔","美國"
"KAUM","AUM","奧斯汀市立機場","明尼蘇達州奧斯汀","美國"
"KAUN","AUN","奧本機場","加利福尼亞州奧本","美國"
"KAUO","AUO","歐本大學支線機場","阿拉巴馬州歐本","美國"
"KAUS","AUS","奧斯汀-伯格斯特國際機場","德克薩斯州奧斯汀","美國"
"KAUW","AUW","沃索市區機場","威斯康星州沃索","美國"
"KAVL","AVL","阿什維爾支線機場","北卡羅來納州Fletcher","美國"
"KAVO","AVO","碧湖花園行政機場","佛羅裡達州碧湖花園","美國"
"KAVP","AVP","威爾克斯-巴里/斯克蘭頓國際機場","賓夕法尼亞州Avoca","美國"
"KAVQ","AVW","馬拉納支線機場","亞利桑那州圖森","美國"
"KAVX","AVX","卡塔利娜機場","加利福尼亞州阿瓦隆","美國"
"KAWM","AWM","西孟菲斯市立機場","阿肯色州西孟菲斯","美國"
"KAXA","AXG","阿爾戈納市立機場","艾奧瓦州阿爾戈納","美國"
"KAXN","AXN","亞歷山德里亞市立機場","明尼蘇達州亞歷山德里亞","美國"
"KAXS","AXS","阿爾特斯/石英山支線機場","俄克拉荷馬州阿爾特斯","美國"
"KAXV","AXV","尼爾·阿姆斯特朗機場","俄亥俄州沃帕科內塔","美國"
"KAXX","AXX","天使火機場","新墨西哥州天使火","美國"
"KAYS","AYS","韋克羅斯-韋爾縣機場","韋克羅斯","美國"
"KAZO","AZO","卡拉馬祖/巴特爾克里克國際機場","密歇根州卡拉馬祖","美國"
"KBAB","BAB","Beale空軍基地","加利福尼亞州馬里斯維爾","美國"
"KBAD","BAD","Barksdale空軍基地","路易斯安那州波西爾城","美國"
"KBAF","BAF","韋斯特菲爾德-Barnes支線機場","麻薩諸塞州西田","美國"
"KBAK","CLU","哥倫布市立機場","哥倫布，印第安納州","美國"
"KBAM","BAM","巴特爾芒廷機場","內華達州巴特爾芒廷","美國"
"KBBB","BBB","本森機場","明尼蘇達州"""" 本森""""","美國"
"KBBD","BBD","Curtis飛行場","德克薩斯州"""" 布雷迪","美國"
"KBBG","BKG","布蘭森機場","密蘇裡州"""" 布蘭森","美國"
"KBBP","BTN","馬爾伯勒縣噴射機機場","南卡羅來納州尼茨維爾","美國"
"KBBW","BBW","布羅肯鮑機場","內布拉斯加州"""" 布羅肯鮑","美國"
"KBCB","BCB","維珍尼亞科技蒙哥馬利行政機場","維珍尼亞州黑堡","美國"
"KBCE","BCE","布萊斯峽谷機場","猶他州布萊斯峽谷","美國"
"KBCT","BCT","博卡拉頓機場","佛羅裡達州博卡拉頓","美國"
"KBDE","BDE","包地特國際機場","明尼蘇達州包地特","美國"
"KBDG","BDG","布蘭丁市機場","猶他州布蘭丁","美國"
"KBDL","BDL","布拉德利國際機場","康乃狄克州"""" Windsor Locks","美國"
"KBDR","BDR","西科爾斯基紀念機場","康乃狄克州布里奇波特","美國"
"KBDU","WBU","Boulder Municipal Airport","博爾德","美國"
"KBEC","BEC","Beech工廠機場","堪薩斯州威奇托","美國"
"KBED","BED","Hanscom飛行場","麻薩諸塞州"""" 貝特福德","美國"
"KBEH","BEH","西南密歇根支線機場","密歇根州"""" Benton港","美國"
"KBFD","BFD","布拉德福德支線機場","賓夕法尼亞州"""" 布拉德福德","美國"
"KBFF","BFF","西內布拉斯加支線機場","內布拉斯加州斯科茨布拉夫","美國"
"KBFG","FBG","Simmons陸軍飛行場","布拉格堡","美國"
"KBFI","BFI","波音飛行場","華盛頓州西雅圖","美國"
"KBFL","BFL","草地飛行場","加利福尼亞州貝克斯菲爾德","美國"
"KBFM","BFM","莫比爾市區機場","阿拉巴馬州莫比爾","美國"
"KBFR","BFR","維吉爾·葛利森市立機場","印第安納州"""" 貝特福德","美國"
"KBGD","BGD","哈欽森縣機場","德克薩斯州"""" Borger","美國"
"KBGE","BGE","迪卡特縣工廠飛行公園","德克薩斯州"""" 班布里奇","美國"
"KBGM","BGM","大賓漢頓機場","紐約州賓漢頓","美國"
"KBGR","BGR","班戈國際機場","緬因州班戈","美國"
"KBHB","BHB","漢考克縣-巴港機場","緬因州"""" 巴港","美國"
"KBHM","BHM","伯明翰-沙特爾斯沃思國際機場","阿拉巴馬州伯明翰","美國"
"KBID","BID","布洛克島州立機場","羅德島州 布洛克島","美國"
"KBIE","BIE","比阿特麗斯市立機場","內布拉斯加州"""" 比阿特麗斯","美國"
"KBIF","BIF","Biggs陸軍飛行場","德克薩斯州艾爾帕索","美國"
"KBIH","BIH","東山支線機場","加利福尼亞州畢曉普","美國"
"KBIL","BIL","比靈斯Logan國際機場","蒙大拿州比靈斯","美國"
"KBIS","BIS","俾斯麥市立機場","北達科他州俾斯麥","美國"
"KBIX","BIX","Keesler空軍基地","密西西比州比洛克西","美國"
"KBJC","BJC","洛基山脈大都會機場","科羅拉多州丹佛","美國"
"KBJI","BJI","伯米吉支線機場","明尼蘇達州"""" 伯米吉""""","美國"
"KBJJ","BJJ","韋恩縣機場","俄亥俄州"""" 伍斯特""""","美國"
"KBKD","BKD","斯蒂芬斯縣機場","德克薩斯州"""" 佈雷肯裡奇","美國"
"KBKE","BKE","貝克城市立機場","俄勒岡州"""" 貝克城","美國"
"KBKF","BFK","伯克萊空軍基地","科羅拉多州奧羅拉","美國"
"KBKL","BKL","克里夫蘭Burke湖畔機場","俄亥俄州克里夫蘭","美國"
"KBKT","BKT","黑石陸軍飛行場","弗吉尼亞州"""" 黑石","美國"
"KBKW","BKW","羅利縣紀念機場","西維吉尼亞州貝克利","美國"
"KBKX","BKX","布魯金斯支線機場","南達科他州布魯金斯","美國"
"KBLF","BLF","默瑟縣機場","西維吉尼亞州"""" 藍田","美國"
"KBLH","BLH","布萊斯機場","加利福尼亞州布萊斯","美國"
"KBLI","BLI","貝靈厄姆國際機場","華盛頓州貝靈厄姆","美國"
"KBLM","BLM","蒙茅斯行政機場","新澤西州"""" 貝爾馬","美國"
"KBLU","BLU","藍峽谷-奈亞克機場","加利福尼亞州"""" 埃米格蘭特加普""""","美國"
"KBLV","BLV","中美洲聖路易斯機場","伊利諾伊州"""" 貝爾維爾""""","美國"
"KBMC","BMC","布里格姆城機場","猶他州布里格姆城","美國"
"KBMG","BMG","門羅縣機場","印第安納州布盧明頓","美國"
"KBMI","BMI","中伊利諾伊支線機場","伊利諾伊州布盧明頓","美國"
"KBML","BML","柏林支線機場","新罕布什爾州柏林","美國"
"KBMT","BMT","博蒙特市立機場","德克薩斯州博蒙特","美國"
"KBNA","BNA","納什維爾國際機場","田納西州納什維爾","美國"
"KBNG","BNG","班寧市立機場","加利福尼亞州班寧","美國"
"KBNL","BNL","巴恩韋爾支線機場","南卡羅來納州巴恩韋爾","美國"
"KBNO","BNO","柏恩斯市立機場","俄勒岡州柏恩斯","美國"
"KBNW","BNW","布恩市立機場","艾奧瓦州"""" 布恩""""","美國"
"KBOI","BOI","博伊西機場","愛達荷州博伊西","美國"
"KBOK","BOK","布魯金斯機場","俄勒岡州"""" 布魯金斯""""","美國"
"KBOS","BOS","愛德華·勞倫斯·洛根將軍國際機場","麻薩諸塞州波士頓","美國"
"KBOW","BOW","巴託市立機場","佛羅裡達州巴託","美國"
"KBPI","BPI","Miley紀念飛行場","懷俄明州大派尼","美國"
"KBPK","WMH","Ozark Regional Airport","Mountain Home","美國"
"KBPP","BWM","鮑曼市立機場","北達科他州鮑曼","美國"
"KBPT","BPT","Jack Brooks支線機場","德克薩斯州博蒙特/阿瑟港","美國"
"KBQK","BQK","不倫瑞克金群島機場","喬治亞州"""" 不倫瑞克","美國"
"KBRD","BRD","佈雷納德湖支線機場","明尼蘇達州"""" 佈雷納德""""","美國"
"KBRL","BRL","東南艾奧瓦支線機場","艾奧瓦州伯靈頓","美國"
"KBRO","BRO","布朗斯維爾/南帕德雷島國際機場","德克薩斯州布朗斯維爾","美國"
"KBRY","BRY","Samuels飛行場","肯塔基州巴茲敦","美國"
"KBTF","BTF","空中花園機場","猶他州邦蒂富爾","美國"
"KBTL","BTL","W. K. Kellogg機場","密歇根州巴特爾克里克","美國"
"KBTM","BTM","Bert Mooney機場","蒙大拿州比尤特","美國"
"KBTP","BTP","巴特勒縣機場","賓夕法尼亞州"""" 巴特勒","美國"
"KBTR","BTR","巴吞魯日大都會機場","路易斯安那州巴吞魯日","美國"
"KBTV","BTV","伯靈頓國際機場","佛蒙特州伯靈頓","美國"
"KBTY","BTY","Beatty機場","內華達州"""" Beatty","美國"
"KBUB","BUB","Cram飛行場","內布拉斯加州"""" 布韋爾","美國"
"KBUF","BUF","水牛城尼亞加拉國際機場","紐約州水牛城","美國"
"KBUM","BUM","巴特勒市立機場","密蘇裡州"""" 巴特勒","美國"
"KBUR","BUR","卜合機場","加利福尼亞州伯班克","美國"
"KBVI","BFP","比佛縣機場","賓夕法尼亞州"""" 比佛Falls","美國"
"KBVO","BVO","巴特爾斯維爾市立機場","俄克拉荷馬州"""" 巴特爾斯維爾","美國"
"KBVX","BVX","貝茨維爾支線機場","阿肯色州"""" 貝茨維爾""""","美國"
"KBVY","BVY","貝佛利市立機場","麻薩諸塞州"""" 貝佛利","美國"
"KBWC","BWC","布勞利市立機場","加利福尼亞州布勞利","美國"
"KBWD","BWD","布朗伍德支線機場","德克薩斯州"""" 布朗伍德","美國"
"KBWG","BWG","鮑靈格林-沃倫縣支線機場","肯塔基州鮑靈格林","美國"
"KBWI","BWI","巴爾的摩/華盛頓瑟古德·馬歇爾國際機場","馬裡蘭州巴爾的摩","美國"
"KBWP","WAH","Harry Stern Airport","瓦佩頓","美國"
"KBXA","BXA","George R. Carr紀念飛行場","路易斯安那州博加盧薩","美國"
"KBXK","BXK","巴克艾市立機場","亞利桑那州巴克艾","美國"
"KBYG","BYG","約翰遜縣機場","懷俄明州水牛","美國"
"KBYH","BYH","阿肯色國際機場","阿肯色州"""" 布來斯維","美國"
"KBYI","BYI","伯利市立機場","愛達荷州"""" 伯利","美國"
"KBYS","BYS","自行車湖陸軍飛行場","加利福尼亞州巴斯托","美國"
"KBYY","BBC","貝城市機場","德克薩斯州"""" 貝城","美國"
"KBZN","BZN","博茲曼機場","蒙大拿州博茲曼市","美國"
"KCAD","CAD","韋克斯福德縣機場","凱迪拉克，密歇根州","美國"
"KCAE","CAE","哥倫比亞大都會機場","西哥倫比亞，南卡羅來納州","美國"
"KCAG","CIG","克雷格-莫弗特機場","克雷格，科羅拉多州","美國"
"KCAK","CAK","阿克倫-坎頓機場","阿克倫，俄亥俄州","美國"
"KCAO","CAO","克萊頓市立機場","克萊頓","美國"
"KCAR","CAR","卡里布市立機場","卡里布，緬因州","美國"
"KCBE","CBE","大坎伯蘭支線機場","坎伯蘭，馬裡蘭州","美國"
"KCBF","CBF","康瑟爾布拉夫斯市立機場","康瑟爾布拉夫斯，艾奧瓦州","美國"
"KCBK","CBK","科爾比市立機場","科爾比","美國"
"KCBM","CBM","哥倫布空軍基地","哥倫布，密西西比州","美國"
"KCBU","CUB","Jim Hamilton–L.B. Owens機場","哥倫比亞，南卡羅萊納州","墨西哥"
"KCCB","CCB","有線機場","阿普蘭，加利福尼亞州","美國"
"KCCR","CCR","布坎南飛行場機場","康科德，加利福尼亞州","美國"
"KCCY","CCY","東北艾奧瓦支線機場","查爾斯城，艾奧瓦州","美國"
"KCDC","CDC","雪松城支線機場","雪松城，猶他州","美國"
"KCDH","CDH","Harrell飛行場","康登，阿肯色州","美國"
"KCDK","CDK","George T. Lewis機場","錫達礁，佛羅裡達州","美國"
"KCDN","CDN","伍德沃德飛行場","卡姆登，南卡羅來納州","美國"
"KCDR","CDR","沙德倫市立機場","沙德倫","美國"
"KCDS","CDS","柴爾德里斯市立機場","柴爾德里斯","美國"
"KCDW","CDW","艾塞克斯縣機場","考德威爾","美國"
"KCEA","CEA","Cessna飛行場","威奇托，堪薩斯州","美國"
"KCEC","CEC","北縣機場","克雷森特城，加利福尼亞州","美國"
"KCEF","CEF","Westover大都會機場","斯普林菲爾德/奇科皮，馬薩諸塞州","美國"
